url_anuncio,titulo,endereco_completo,bairro,preco_venda,condominio,iptu,area_util,quartos,banheiros,vagas,codigo_imovel,anunciante,comodidades_imovel,descricao_completa,posicao_solar,distancia_praia_m,status_construcao,tipo_unidade,diferenciais_unicos,piscina,academia,cozinha,apartamento,wc_social,elevador,salão_de_festas,espaço_gourmet,sala,lavanderia,área_de_serviço,varanda,coworking,conforto,01_vaga_de_garagem,churrasqueira,bicicletário,posicao_solar_nascente,lazer,playground,salão_de_jogos,vaga_de_garagem,praticidade,recepção,terreo_com_area_privativa,segurança,01_quarto,quarto,brinquedoteca,aceita_fgts,restaurante,aceita_permuta,restaurantes,automacao_residencial,em_construcao,distancia_200m_da_praia,entrega_em_2026,moveis_planejados_na_cozinha,01_suíte,lounge,supermercados,praia,localização_privilegiada,suíte,1_vaga_de_garagem,comodidade_aceita_animais,comodidade_ambientes_integrados,comodidade_aquário,comodidade_ar_condicionado,comodidade_armário_embutido,comodidade_armário_na_cozinha,comodidade_banheira,comodidade_bar,comodidade_box_blindex,comodidade_carpete,comodidade_churrasqueira_na_varanda,comodidade_chuveiro_a_gás,comodidade_cimento_queimado,comodidade_closet,comodidade_conexão_à_internet,comodidade_copa,comodidade_cozinha,comodidade_cozinha_americana,comodidade_cozinha_gourmet,comodidade_cozinha_grande,comodidade_dependência_de_empregados,comodidade_depósito,comodidade_despensa,comodidade_drywall,comodidade_edícula,comodidade_escada,comodidade_escritório,comodidade_fogão,comodidade_forno_de_pizza,comodidade_freezer,comodidade_gesso___sanca___teto_rebaixado,comodidade_gás_encanado,comodidade_hidromassagem,comodidade_imóvel_de_esquina,comodidade_interfone,comodidade_isolamento_acústico,comodidade_isolamento_térmico,comodidade_janela_de_alumínio,comodidade_janela_grande,comodidade_laje,comodidade_lareira,comodidade_lavabo,comodidade_mezanino,comodidade_mobiliado,comodidade_muro_de_vidro,comodidade_muro_e_grade,comodidade_móvel_planejado,comodidade_ofurô,comodidade_piscina_privativa,comodidade_piso_de_madeira,comodidade_piso_elevado,comodidade_piso_frio,comodidade_piso_laminado,comodidade_piso_vinílico,comodidade_platibanda,comodidade_porcelanato,comodidade_possui_divisória,comodidade_pé_direito_alto,comodidade_quintal,comodidade_rua_asfaltada,comodidade_sala_de_almoço,comodidade_sala_de_jantar,comodidade_sala_grande,comodidade_sala_pequena,comodidade_tv_a_cabo,comodidade_varanda,comodidade_varanda_fechada_com_vidro,comodidade_varanda_gourmet,comodidade_ventilação_natural,comodidade_vista_panorâmica,comodidade_vista_para_a_montanha,comodidade_vista_para_lago,comodidade_vista_para_o_mar,comodidade_área_de_serviço,suites
https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-manaira-joao-pessoa-pb-128m2-id-2898380079/?source=ranking%2Crp,"Apartamento com 3 Quartos à venda, 128m² - Manaíra","Rua São Gonçalo - Manaíra, João Pessoa - PB",Manaíra,530.000,1.800,950,128,3,3,1,2898380079,DNA Imóveis Bessa,"128 m², 3 quartos, 3 banheiros, 1 vaga, 1º andar, 1 suíte, Aceita animais, Varanda, Banheiro de serviço, Interfone, Janela de alumínio, Box blindex, Janela grande, Cozinha, Área de serviço","Excelente oportunidade de morar em um apartamento residencial de Semi-Luxo, com localização privilegiada na frente do edifício, com fachada revestida em pastilha e vista para a rua. Este imóvel de 128 m² de área total e 128 m² de área útil conta com 1 sala ampla e arejada, 3 dormitórios, sendo 1 suíte, e uma encantadora varanda.

 O apartamento possui uma vaga de garagem e está situado em um condomínio com uma infraestrutura variada, composta por interfone, portaria, piscina, churrasqueira, salão de festas, câmeras de vigilância e porteiro 24 horas. Além disso, desfrute do sol da manhã que ilumina todos os ambientes com uma luz natural e acolhedora.
-Cod:PBAP30173 -Rev.28Jul",Nao informado,,Nao informado,Apartamento tipo,[],False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,
https://www.zapimoveis.com.br/imovel/venda-apartamento-4-quartos-mobiliado-bessa-joao-pessoa-pb-136m2-id-2894204084/?source=ranking%2Crp,"Apartamento com 4 Quartos à venda, 136m² - Bessa","Rua Ambrosina Soares dos Santos, 38 - Bessa, João Pessoa - PB",Bessa,1.350.000,700,700,136,4,3,2,2894204084,A9 Corretores,"136 m², 4 quartos, 3 banheiros, 2 vagas, 2º andar, 2 suítes, Mobiliado, Varanda, Janela grande, Hidromassagem, Área de serviço, Cozinha, Porcelanato, Copa, Closet, Varanda gourmet, Ar-condicionado, Despensa","Viver no Bessa exige proximidade com o que resolve o dia a dia. Esqueça perder tempo no trânsito para tarefas básicas. Aqui, você resolve a vida a pé: da padaria ao hortifruti, passando pela academia e o pet shop. É um apartamento que funciona para quem tem rotina cheia e família grande. São 136 metros quadrados bem divididos, com quatro dormitórios e duas suítes que garantem privacidade real. O acabamento em porcelanato e o teto em gesso mostram o cuidado com a manutenção desde a entrega em 2015. A varanda gourmet integrada à área em L faz sentido para quem recebe pessoas, sem aquele aperto comum em plantas novas e reduzidas. 
 
 A segurança é levada a sério, com guarita 24 horas e monitoramento constante, o que protege seu patrimônio em uma das regiões que mais sobra demanda na zona Norte de João Pessoa. O imóvel já está mobiliado, com móveis planejados que otimizam cada canto, incluindo escritório para quem trabalha em casa e dependência completa. As duas vagas de garagem são livres e o condomínio mantém um custo operacional racional. É uma configuração difícil de encontrar pronta para morar com esse nível de conservação. Se você já comparou as metragens da região, sabe que esse espaço interno é um ativo escasso. Caso queira entender melhor a dinâmica das salas e a ventilação da varanda, podemos agendar um horário.",Nao informado,,Nao informado,Apartamento tipo,[],False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,
https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-mobiliado-manaira-joao-pessoa-pb-57m2-id-2901742441/?source=ranking%2Crp,"Apartamento com 2 Quartos à venda, 57m² - Manaíra","Manaíra, João Pessoa - PB",Manaíra,610.000,450,Não informado,57,2,2,1,2901742441,Rosemeire De Bem Silva,"57 m², 2 quartos, 2 banheiros, 1 vaga, 10º andar, 1 suíte, Mobiliado, Cozinha, Área de serviço, Ar-condicionado","Apartamento com localização privilegiada, cercado de serviços a sua volta e 400 metros da praia; 
 Se você procura um apartamento pronto para se mudar, essa é uma exclente escolha,em uma das melhores regiões de João Pessoa. 
 
 Manaíra João Pessoa 
 57,75 m² 
 Andar alto 
 Vista mar 
 Sala 
 2 quartos sendo 1 suíte 
 Cozinha 
 Área de serviço 
 Banheiro social 
 1 vaga de garagem 
 Imóvel será vendido de porteira fechada. 
 Um imóvel perfeito para quem valoriza conforto e qualidade de vida. 
 
 Valor do imóvel 
 R$ 610.000.00 
 Condomínio R$450,00 
 
 Agende sua visita! 
 Thaís Galan Imóveis 
 CRECI 10702",Nao informado,,Nao informado,Apartamento tipo,[],False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,
https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-aeroclube-joao-pessoa-48m2-id-2816037454/?source=ranking%2Crp,"Apartamento com 2 Quartos à venda, 48m² - Aeroclube","Rua Francisco Leocádio Ribeiro Coutinho, 03 - Aeroclube, João Pessoa - PB",Aeroclube,571.000,1,1,48,2,2,1,2816037454,Corretoraem,"48 m², 2 quartos, 2 banheiros, 1 vaga, 1 suíte, Aceita animais","O imóvel está localizado no bairro Aeroclube tem 48 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros
Possui espaço gourmet, jardim, playground, salão para festas e eventos.
Vai lhe possibilitar curtir os dias mais quentes na piscina.Elevador que garante o transporte das suas malas e compras.
Fica em um condomínio fechado.",Nao informado,,Nao informado,Apartamento tipo,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-altiplano-cabo-branco-joao-pessoa-60m2-id-2724767959/?source=ranking%2Crp,"Apartamento com 3 Quartos à venda, 60m² - Altiplano Cabo Branco","Rua Severino Ennes de Atayde, 343 - Altiplano Cabo Branco, João Pessoa - PB",Altiplano Cabo Branco,419.000,Não informado,Não informado,60,3,2,1,2724767959,Fernando Dantas Negócios Imobiliários,"60 m², 3 quartos, 2 banheiros, 1 vaga, 1º andar, 1 suíte, Aceita animais, Cozinha americana, Interfone, Sala de jantar, Conexão à internet, Porcelanato, Área de serviço, Ventilação natural","Descubra o Residencial Altiplano Ocean, sua nova vida começa aqui!

Pronto para morar!

Localizado no prestigiado bairro do Altiplano, a apenas 5 minutos da praia, o Residencial Altiplano Ocean é o investimento perfeito para quem busca uma vida de alto padrão ou uma oportunidade de investimento promissora.

Características do Empreendimento:
. Localização privilegiada: Situado em um dos bairros mais valorizados da cidade, com fácil acesso às principais vias e comodidades urbanas.
. Apartamentos modernos: Opções de 2 e 3 quartos, com áreas que variam de 49m² a 146m², oferecendo flexibilidade para atender diferentes necessidades e estilos de vida.
. Coberturas exclusivas: Desfrute do máximo nos apartamentos de luxo nas coberturas equipadas com jacuzzi, proporcionando uma experiência de relaxamento incomparável.
. Infraestrutura completa: Projetado com atenção aos detalhes para garantir o conforto e a segurança dos moradores.

Por Que Escolher o Residencial Altiplano Ocean?
. Qualidade de vida: Morar a poucos minutos da praia proporciona uma rotina mais saudável e relaxante.
. Valorização garantida: A localização estratégica no Altiplano é sinônimo de valorização imobiliária, tornando-se uma excelente opção para investimento.
. Facilidade e conveniência: Proximidade a centros comerciais, escolas, hospitais e outras facilidades essenciais.

Não perca a oportunidade de conhecer de perto o Residencial Altiplano Ocean. Entre em contato e agende uma apresentação do empreendimento nos mínimo detalhes para descobrir tudo o que esse empreendimento incrível tem a oferecer. Invista em qualidade de vida e faça parte de um dos melhores endereços da cidade.

RI: R-13-55514

Fernando Dantas Negócios Imobiliários
Creci 909J / PB.

*Anúncio referente à unidade 201, valores e disponibilidade sujeitos a alteração sem prévio aviso.
**Imagens meramente ilustrativas para fins publicitários.",Nao informado,,Nao informado,Apartamento tipo,[],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,
https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-altiplano-cabo-branco-joao-pessoa-67m2-id-2884905884/?source=ranking%2Crp,"Apartamento com 3 Quartos à venda, 67m² - Altiplano Cabo Branco","Rua Maria José Caetano da Silva, 130 - Altiplano Cabo Branco, João Pessoa - PB",Altiplano Cabo Branco,490.000,450,300,67,3,2,1,2884905884,Marcos Andrade,"67 m², 3 quartos, 2 banheiros, 1 vaga, 3º andar, 1 suíte, Aceita animais, Cozinha americana, Varanda gourmet, Área de serviço","Apartamento bem localizado no bairro de Altiplano, com Rua Calçada, Saneada, portaria 24hs, a 3 min da UFPB, a 6 min da Praia do Cabo Branco, /ônibus a 2 min, Excelente apartamento. Venha conferir agende uma visita.

Apartamento com 3 quartos 1 suíte, Varanda, wcs, 1vaga de garagem, onde você tem para se divertir piscina, salão de Festa, Salão de Jogos, quadra poliesportiva, quadra bit tênis. e muito mais venha morar em um ambiente familiar onde você pode escolher o seu. 

Portaria 24hs, elevador, temos apartamento com 2 e 3 quartos. 

itbi e cartorio incluso faça a sua simulação com agente

Marcos Andrade corretor de imóveis creci 5129f",Nao informado,,Nao informado,Apartamento tipo,[],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,
https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-com-piscina-altiplano-cabo-branco-joao-pessoa-60m2-id-2763779660/?source=ranking%2Crp,"Apartamento com 3 Quartos à venda, 60m² - Altiplano Cabo Branco","Rua Leopolda Reynaldo de Oliveira, 117 - Altiplano Cabo Branco, João Pessoa - PB",Altiplano Cabo Branco,389.000,Não informado,Não informado,60,3,2,1,2763779660,Fernando Dantas Negócios Imobiliários,"60 m², 3 quartos, 2 banheiros, 1 vaga, 1º andar, 1 suíte, Aceita animais, Área de serviço, Sala de jantar, Ventilação natural, Porcelanato, Cozinha americana, Interfone, Conexão à internet","Descubra o conforto e a qualidade de vida no Residencial Jardim Altiplano!

Está em busca de um lar que une conforto, localização privilegiada e diversas comodidades para o seu bem-estar? O Residencial Jardim Altiplano é a escolha perfeita para você!

Características do imóvel:
. Apartamento de 3 quartos com metragens de 60m², perfeito para se adaptar ao seu estilo de vida.
. Pré-instalação de ar-condicionado para garantir sua máxima comodidade o ano todo.
. Sistema de gás já instalado, para praticidade e segurança.

Condomínio completo:
. Piscina adulto e infantil no rooftop, ideal para relaxar e aproveitar o melhor da vida.
. Espaço gourmet com churrasqueira, perfeito para receber amigos e família com muito estilo.
. Bicicletário para quem adora se manter ativo e apreciar a cidade de forma saudável.
. Elevador para mais praticidade no dia a dia, sem abrir mão do conforto.

Viva em uma localização estratégica e valorizada no Altiplano, perto de tudo o que você precisa, com fácil acesso e uma infraestrutura de qualidade.

Não perca a oportunidade de viver em um empreendimento pensado para quem busca qualidade de vida com praticidade. O Residencial Jardim Altiplano é o que você procurava! Agende uma visita e venha conhecer o seu novo lar!

Fernando Dantas Negócios Imobiliários
Creci 909J / PB.

*Anúncio referente à unidade 203, valores e disponibilidade sujeitos a alteração sem prévio aviso.
**Imagens de propriedade de Fernando Dantas Negócios Imobiliários. É proibido o uso ou reprodução total ou parcial das mesmas, sem autorização prévia e por escrito.",Nao informado,,Nao informado,Apartamento tipo,[],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,
https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-com-piscina-jardim-oceania-joao-pessoa-60m2-id-2890473309/?source=ranking%2Crp,"Apartamento com 2 Quartos à venda, 60m² - Bessa","Rua José Simões de Araújo, 361 - Bessa, João Pessoa - PB",Bessa,480.000,500,340,60,2,2,1,2890473309,Cintia Reis,"60 m², 2 quartos, 2 banheiros, 1 vaga, 4º andar, 1 suíte, Aceita animais, Cozinha americana, Móvel planejado, Janela de alumínio, Vista panorâmica, Conexão à internet, Armário na cozinha, TV a cabo, Fogão, Ambientes integrados, Área de serviço, Sala de jantar, Ventilação natural, Piso frio, Armário embutido, Interfone, Box blindex, Janela grande, Armário no banheiro, Laje","APARTAMENTO 2 QUARTOS COM ÁREA DE LAZER NO JARDIM OCEANIA

- 4 quadras da praia
- 60m² 
- Posição nascente (bem ventilado e com sol da manhã)
- 2 quartos, sendo 1 suíte
- Banheiro social
- Armários planejados 
- 1 vaga de garagem 
- Prédio com apenas 6 anos de construção 
- Somente 3 apartamentos por andar! 

Prédio com área de lazer! 
- Elevador
- Academia
- Piscina com prainha
- Parquinho
- Espaço gourmet climatizado
- Bicicletário 
- Gerador
Condomínio: R$500

**À venda por R$480.000**

Gostou do apartamento? Entre em contato pelo WhatsApp.",Nao informado,,Nao informado,Apartamento tipo,[],False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,
https://www.zapimoveis.com.br/imovel/venda-apartamento-3-quartos-jardim-cidade-universitaria-joao-pessoa-70m2-id-2901085101/?source=ranking%2Crp,"Apartamento com 3 Quartos à venda, 70m² - Jardim Cidade Universitária","Rua Bacharel Manoel Pereira Diniz - Jardim Cidade Universitária, João Pessoa - PB",Jardim Cidade Universitária,420.000,150,Não informado,70,3,2,1,2901085101,Alves Mota,,"🏡 Apartamento à Venda | Jardim Cidade Universitária | João Pessoa

Conforto, praticidade e um excelente aproveitamento dos espaços em um apartamento com área privativa, ideal para quem busca a funcionalidade de uma casa sem abrir mão da segurança de um condomínio.

🏡 Sobre o apartamento
📐 70m²
🛏️ 3 quartos, sendo 1 suíte
🚿 Banheiro social
🛋️ Sala ampla em ""L"" para estar e jantar
🍽️ Cozinha com armários planejados
🌿 Área privativa
🧺 Área de serviço externa e coberta
🚗 1 vaga de garagem coberta

🏢 Sobre o condomínio
🔒 Ambiente residencial, seguro e tranquilo

📲 Entre em contato para mais informações e agende sua visita.",Nao informado,,Nao informado,Apartamento tipo,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
https://www.zapimoveis.com.br/imovel/venda-apartamento-2-quartos-jardim-cidade-universitaria-joao-pessoa-56m2-id-2857479279/?source=ranking%2Crp,"Apartamento com 2 Quartos à venda, 56m² - Jardim Cidade Universitária","Jardim Cidade Universitária, João Pessoa - PB",Jardim Cidade Universitária,370.000,Não informado,Não informado,56,2,2,1,2857479279,Elder Santos Corretor de Imóveis,,"Excelentes Apartamentos de 02 quartos sendo um suíte, sala para dois ambientes, wc social, cozinha e área de serviço.
Fica no 4° andar, posição Sul.",Nao informado,,Nao informado,Apartamento tipo,[],False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,
